start,1522927634230,map_ui,zsoftco ztrack 0.42
point,1522927635752,48.242177,16.432126,222.363362,48.000000,2.919607,10.500406
point,1522927636792,48.242320,16.432238,223.263790,48.000000,4.797728,39.418987
point,1522927637797,48.242373,16.432563,215.568970,16.000000,5.578472,53.194118
point,1522927638805,48.242370,16.432711,210.436384,16.000000,6.051572,41.280380
point,1522927639788,48.242454,16.432763,208.596165,16.000000,6.604974,48.474876
point,1522927640793,48.242491,16.432827,209.535867,16.000000,8.109597,41.309338
point,1522927641798,48.242570,16.432886,208.120890,16.000000,7.130708,40.907036
point,1522927642798,48.242668,16.432892,190.049458,16.000000,0.000000,0.000000
point,1522927643798,48.242720,16.432998,192.299897,12.000000,0.000000,0.000000
point,1522927644999,48.242751,16.433110,194.746543,12.000000,0.000000,0.000000
point,1522927645999,48.242770,16.433188,192.834152,8.000000,0.000000,0.000000
point,1522927646999,48.242763,16.433248,190.899850,8.000000,3.553520,117.438614
point,1522927647999,48.242733,16.433290,190.545902,8.000000,4.774825,119.501015
point,1522927648999,48.242690,16.433361,191.986369,8.000000,6.683686,146.743515
point,1522927649999,48.242614,16.433432,192.936104,8.000000,9.137849,136.657898
point,1522927650999,48.242532,16.433538,193.893299,8.000000,10.438501,140.456421
point,1522927651999,48.242435,16.433644,194.420539,8.000000,10.724657,138.238174
point,1522927652999,48.242357,16.433735,191.062186,8.000000,10.187125,140.895157
point,1522927653999,48.242290,16.433809,190.635312,12.000000,9.238456,157.877029
point,1522927654999,48.242224,16.433850,190.495455,12.000000,8.560114,145.379745
point,1522927655999,48.242175,16.433913,190.740166,12.000000,7.439681,139.020142
point,1522927656999,48.242135,16.433976,191.438164,12.000000,6.374083,139.279999
point,1522927657999,48.242106,16.434031,191.238145,8.000000,5.200369,147.378983
point,1522927658999,48.242084,16.434057,189.910814,8.000000,3.932259,148.063599
point,1522927718999,48.242067,16.434092,175.100162,8.000000,0.859874,137.766068
point,1522927719999,48.242049,16.434104,174.623943,16.000000,1.735505,159.668442
point,1522927720999,48.242018,16.434124,175.429735,16.000000,3.626318,141.429718
point,1522927721999,48.241976,16.434176,175.284430,16.000000,4.751507,140.378494
point,1522927722999,48.241933,16.434247,177.551755,16.000000,5.681575,116.199730
point,1522927723999,48.241907,16.434334,177.549041,16.000000,5.006802,76.267395
point,1522927724999,48.241914,16.434402,178.326259,16.000000,5.015302,27.991121
point,1522927725999,48.241961,16.434461,178.360293,16.000000,5.410212,354.773315
point,1522927726999,48.242022,16.434471,179.153729,16.000000,6.323700,321.266296
point,1522927727999,48.242082,16.434421,178.115794,16.000000,7.418025,313.393555
point,1522927728999,48.242136,16.434356,178.761809,8.000000,7.904740,320.058105
point,1522927729999,48.242204,16.434296,179.383150,8.000000,8.989894,327.638550
point,1522927730999,48.242283,16.434238,181.056370,8.000000,9.937736,323.875824
point,1522927731999,48.242359,16.434171,182.460705,8.000000,10.332224,322.272919
point,1522927732999,48.242441,16.434092,187.590848,8.000000,11.295596,320.928741
point,1522927733999,48.242529,16.433998,188.796208,8.000000,11.979491,321.275848
point,1522927734999,48.242619,16.433896,190.287373,8.000000,12.781858,321.384125
point,1522927735999,48.242710,16.433789,192.869983,8.000000,12.947308,321.053619
point,1522927736999,48.242801,16.433677,194.953304,8.000000,12.825730,311.964996
point,1522927737999,48.242873,16.433534,193.166854,8.000000,12.814716,299.618439
point,1522927738999,48.242926,16.433381,189.559199,8.000000,12.629898,300.023193
point,1522927739999,48.242984,16.433230,189.488503,8.000000,12.599821,303.526642
point,1522927740999,48.243050,16.433089,189.814841,8.000000,12.539955,304.038147
point,1522927741999,48.243116,16.432943,191.786028,8.000000,13.030151,306.082275
point,1522927742999,48.243189,16.432792,192.597602,8.000000,13.145351,308.941315
point,1522927743999,48.243266,16.432651,191.324130,8.000000,13.129685,308.783203
point,1522927744999,48.243343,16.432512,191.253658,8.000000,13.345550,308.949677
point,1522927745999,48.243425,16.432366,193.585764,8.000000,13.603035,308.897064
point,1522927746999,48.243506,16.432217,195.619855,8.000000,13.843660,308.750519
point,1522927747999,48.243587,16.432066,196.378581,8.000000,14.103546,308.786530
point,1522927748999,48.243671,16.431912,197.133861,6.000000,14.514315,308.809662
point,1522927749999,48.243762,16.431752,196.822303,6.000000,15.073643,310.291290
point,1522927750999,48.243858,16.431587,197.312977,6.000000,15.693501,310.108826
point,1522927751999,48.243954,16.431421,197.794562,6.000000,15.879236,310.190216
point,1522927752999,48.244047,16.431260,197.541285,6.000000,15.437577,310.582794
point,1522927753999,48.244133,16.431116,197.450160,6.000000,14.421921,311.531921
point,1522927754999,48.244211,16.430986,197.712007,6.000000,13.482189,311.256683
point,1522927755999,48.244287,16.430865,197.912665,6.000000,12.811893,311.260223
point,1522927756999,48.244359,16.430744,198.259563,6.000000,12.370801,309.864136
point,1522927757999,48.244427,16.430623,198.363583,6.000000,12.052299,311.129028
point,1522927758999,48.244498,16.430501,198.145909,6.000000,12.040884,311.157562
point,1522927759999,48.244572,16.430377,198.440546,6.000000,12.296216,311.121948
point,1522927760999,48.244646,16.430251,198.576414,6.000000,12.301059,311.419922
point,1522927761999,48.244717,16.430128,198.903893,6.000000,12.050999,311.056091
point,1522927762999,48.244787,16.430008,198.921918,6.000000,11.926287,311.056030
point,1522927763999,48.244857,16.429888,198.769850,6.000000,11.834089,310.957520
point,1522927764999,48.244926,16.429768,198.691488,4.000000,11.758997,310.905975
point,1522927765999,48.244995,16.429645,198.644470,4.000000,11.948133,310.701294
